Product,Type,Date,Process_Size,TDP,Die_Size,Transistors,Frequency,Foundry,Vendor,FP16,FP32,FP64
NVIDIA Quadro M5000,GPU,6/29/2015,28.0,150.0,398.0,5200.0,861,TSMC,NVIDIA,,4252.0,132.9
ATI Radeon HD 3750,GPU,9/11/2008,55.0,65.0,135.0,378.0,796,TSMC,ATI,,191.0,
AMD Radeon R5 A230,GPU,1/7/2014,28.0,81.35998107852413,56.0,690.0,780,TSMC,AMD,,547.2,34.2
NVIDIA GeForce 9200,GPU,4/17/2007,65.0,40.0,144.0,314.0,450,Unknown,NVIDIA,,35.2,
AMD Radeon HD 7450M,GPU,1/7/2012,40.0,7.0,67.0,370.0,700,TSMC,AMD,,224.0,
NVIDIA Quadro FX 3800M,GPU,8/14/2008,65.0,100.0,324.0,754.0,675,TSMC,NVIDIA,,422.4,
NVIDIA Jetson AGX Xavier GPU,GPU,NaT,12.0,30.0,350.0,9000.0,854,TSMC,NVIDIA,2820.0,1410.0,705.0
Intel GMA X3100,GPU,5/9/2007,90.0,13.0,188.4404445518241,1929.9222785421193,500,Intel,Intel,,,
Intel UHD Graphics P630,GPU,5/13/2020,14.0,15.0,188.4404445518241,1929.9222785421193,350,Intel,Intel,921.6,460.8,115.2
AMD Radeon R3 Mobile Graphics,GPU,1/28/2015,28.0,15.0,107.0,930.0,600,GF,AMD,,153.6,9.6
NVIDIA Quadro4 550 XGL,GPU,2/19/2002,150.0,81.35998107852413,65.0,29.0,270,TSMC,NVIDIA,,,
NVIDIA GeForce 605 OEM,GPU,4/2/2012,40.0,25.0,79.0,292.0,523,TSMC,NVIDIA,,100.4,8.368
ATI Mobility Radeon HD 2600,GPU,5/14/2007,65.0,81.35998107852413,153.0,390.0,500,TSMC,ATI,,120.0,
AMD Radeon HD 7600G IGP,GPU,9/1/2012,32.0,19.0,246.0,1303.0,320,TSMC,AMD,,325.6,
AMD Radeon HD 6970M,GPU,1/4/2011,40.0,75.0,212.0,1700.0,680,TSMC,AMD,,1306.0,
ATI Radeon HD 5450 PCIe x1,GPU,2/4/2010,40.0,19.0,59.0,292.0,650,TSMC,ATI,,104.0,
ATI GameCube GPU,GPU,8/24/2000,180.0,45.0,120.0,51.0,162,NEC,ATI,,,
NVIDIA GeForce GT 710 PCIe x1,GPU,3/27/2014,28.0,19.0,87.0,1020.0,954,TSMC,NVIDIA,,366.3,15.26
NVIDIA GeForce GTX 860M,GPU,3/10/2014,28.0,75.0,294.0,3540.0,797,TSMC,NVIDIA,,2108.0,87.84
NVIDIA Quadro2 Pro,GPU,3/22/2001,150.0,81.35998107852413,88.0,25.0,200,TSMC,NVIDIA,,,
NVIDIA GeForce4 448 Go,GPU,3/1/2002,150.0,81.35998107852413,65.0,29.0,200,TSMC,NVIDIA,,,
NVIDIA GeForce GTX 1650 GDDR6,GPU,4/1/2020,12.0,75.0,200.0,4700.0,1410,TSMC,NVIDIA,5699.0,2849.0,89.04
NVIDIA GeForce 9650M GT,GPU,8/19/2008,55.0,23.0,121.0,314.0,550,TSMC,NVIDIA,,84.8,
AMD Radeon HD 6320 IGP,GPU,8/15/2011,40.0,18.0,75.0,450.0,508,TSMC,AMD,,81.28,
NVIDIA GeForce 315 OEM,GPU,3/31/2010,40.0,33.0,100.0,486.0,475,TSMC,NVIDIA,,105.6,
ATI Radeon HD 3850 X3,GPU,NaT,55.0,145.0,192.0,666.0,669,TSMC,ATI,,428.2,
NVIDIA GeForce 805A,GPU,7/22/2014,28.0,15.0,87.0,1020.0,719,TSMC,NVIDIA,,291.1,12.13
AMD Radeon RX 6600M,GPU,NaT,7.0,150.0,236.0,1929.9222785421193,1489,TSMC,AMD,15090.0,7544.0,471.5
NVIDIA GeForce 9800 GT,GPU,7/21/2008,65.0,125.0,324.0,754.0,600,TSMC,NVIDIA,,336.0,
XGI Volari 8600 XT,GPU,NaT,110.0,81.35998107852413,188.4404445518241,1929.9222785421193,450,UMC,Other,,,
Intel Iris Graphics 550,GPU,9/1/2015,14.0,15.0,188.4404445518241,1929.9222785421193,300,Intel,Intel,1536.0,768.0,192.0
NVIDIA GeForce GT 335M,GPU,1/7/2010,40.0,28.0,144.0,727.0,450,TSMC,NVIDIA,,155.5,
ATI FireGL V3350,GPU,10/1/2005,90.0,81.35998107852413,100.0,107.0,600,TSMC,ATI,,,
AMD FirePro S10000 Passive 12GB,GPU,3/1/2014,28.0,375.0,352.0,4313.0,825,TSMC,AMD,,3405.0,851.2
AMD Radeon HD 7620G IGP,GPU,5/15/2012,32.0,25.0,246.0,1303.0,360,TSMC,AMD,,381.7,
NVIDIA GeForce2 MX + nForce 220,GPU,6/4/2001,180.0,81.35998107852413,65.0,20.0,175,Unknown,NVIDIA,,,
NVIDIA GeForce GTX 980 Ti,GPU,6/2/2015,28.0,250.0,601.0,8000.0,1000,TSMC,NVIDIA,,6060.0,189.4
AMD Radeon Pro Duo,GPU,4/26/2016,28.0,350.0,596.0,8900.0,1000,TSMC,AMD,8192.0,8192.0,512.0
AMD Radeon Pro 5500M,GPU,11/13/2019,7.0,85.0,158.0,6400.0,1000,TSMC,AMD,8909.0,4454.0,278.4
NVIDIA GeForce 9400M,GPU,10/15/2008,65.0,12.0,144.0,314.0,450,Unknown,NVIDIA,,35.2,
AMD Radeon R3E Mobile Graphics,GPU,1/28/2015,28.0,100.0,107.0,930.0,351,GF,AMD,,89.86,5.616
Intel Iris Plus Graphics 650,GPU,1/3/2017,14.0,15.0,188.4404445518241,1929.9222785421193,300,Intel,Intel,1766.0,883.2,220.8
ATI Radeon HD 4650 AGP,GPU,9/10/2008,55.0,48.0,146.0,514.0,600,TSMC,ATI,,384.0,
NVIDIA GeForce 315M,GPU,1/5/2011,40.0,14.0,57.0,260.0,606,TSMC,NVIDIA,,38.78,
NVIDIA GeForce GTX 260 Rev. 2,GPU,7/23/2008,55.0,182.0,470.0,1400.0,576,TSMC,NVIDIA,,476.9,59.62
NVIDIA GeForce RTX 3050,GPU,1/1/2021,8.0,90.0,188.4404445518241,1929.9222785421193,1545,Samsung,NVIDIA,8018.0,8018.0,125.3
ATI Radeon 7500 Mac Edition,GPU,4/16/2002,150.0,23.0,83.0,60.0,260,TSMC,ATI,,,
NVIDIA GeForce GTX 965M,GPU,1/9/2015,28.0,81.35998107852413,398.0,5200.0,935,TSMC,NVIDIA,,1915.0,59.84
Intel Iris Graphics 6100,GPU,9/5/2014,14.0,15.0,133.0,1929.9222785421193,300,Intel,Intel,,768.0,192.0
AMD Radeon RX 5300M,GPU,11/13/2019,7.0,85.0,158.0,6400.0,1000,TSMC,AMD,8138.0,4069.0,254.3
NVIDIA GeForce G102M,GPU,1/8/2009,65.0,14.0,144.0,314.0,450,Unknown,NVIDIA,,35.2,
AMD FirePro S9170,GPU,7/8/2015,28.0,275.0,438.0,6200.0,930,TSMC,AMD,,5238.0,2619.0
NVIDIA GeForce GTX 980 Mobile,GPU,9/21/2015,28.0,81.35998107852413,398.0,5200.0,1064,TSMC,NVIDIA,,4358.0,136.2
NVIDIA GeForce GTX 1650 Ti Mobile,GPU,4/23/2020,12.0,50.0,284.0,6600.0,1350,TSMC,NVIDIA,6083.0,3041.0,95.04
ATI Radeon 9550 XT,GPU,5/4/2005,130.0,81.35998107852413,76.0,60.0,425,TSMC,ATI,,,
AMD Radeon HD 6625M,GPU,1/4/2011,40.0,26.0,104.0,716.0,450,TSMC,AMD,,432.0,
NVIDIA GeForce GT 520 OEM,GPU,8/20/2012,40.0,29.0,79.0,292.0,589,TSMC,NVIDIA,,269.2,22.43
NVIDIA GeForce MX350,GPU,2/10/2020,14.0,20.0,132.0,3300.0,1354,Samsung,NVIDIA,29.36,1879.0,58.72
AMD Radeon Vega 8 Embedded,GPU,4/19/2018,14.0,35.0,210.0,4940.0,300,GF,AMD,2255.0,1127.0,70.46
NVIDIA GeForce G210 OEM Rev. 2,GPU,8/24/2009,40.0,31.0,57.0,260.0,589,TSMC,NVIDIA,,44.86,
ATI Radeon 9800 PRO MAXX,GPU,NaT,150.0,94.0,215.0,117.0,380,TSMC,ATI,,,
ATI Radeon 9800 SE,GPU,3/1/2003,150.0,81.35998107852413,215.0,117.0,378,TSMC,ATI,,,
NVIDIA Quadro FX 570M,GPU,6/1/2007,80.0,45.0,169.0,289.0,475,TSMC,NVIDIA,,60.8,
NVIDIA GeForce GT 630 Rev. 2,GPU,5/29/2013,28.0,25.0,87.0,1020.0,902,TSMC,NVIDIA,,692.7,28.86
ATI Radeon X800 GT,GPU,11/1/2005,130.0,40.0,297.0,160.0,475,TSMC,ATI,,,
AMD Radeon HD 7510 OEM,GPU,2/1/2013,40.0,39.0,118.0,716.0,650,TSMC,AMD,,416.0,
AMD Radeon R7 370,GPU,6/18/2015,28.0,110.0,212.0,2800.0,925,TSMC,AMD,,1997.0,124.8
ATI FireMV 2250 PCIe x1,GPU,1/1/2007,80.0,32.0,100.0,107.0,600,UMC,ATI,,,
ATI Radeon HD 5450,GPU,2/4/2010,40.0,19.0,59.0,292.0,650,TSMC,ATI,,104.0,
NVIDIA GeForce MX330,GPU,2/10/2020,14.0,10.0,74.0,1800.0,1531,Samsung,NVIDIA,19.13,1224.0,38.26
AMD Radeon R3 Mobile Graphics,GPU,6/1/2016,28.0,15.0,125.0,1200.0,200,GF,AMD,167.7,167.7,10.48
AMD Radeon Vega 8 Embedded,GPU,2/13/2018,14.0,15.0,210.0,4940.0,300,GF,AMD,2253.0,1126.0,70.4
Intel HD Graphics,GPU,1/10/2010,45.0,35.0,114.0,177.0,533,Intel,Intel,,102.3,
3dfx Voodoo5 5500 PCI,GPU,6/22/2000,250.0,30.0,112.0,14.0,166,TSMC,Other,,,
NVIDIA GeForce 6600 GT Dual,GPU,8/12/2004,110.0,81.35998107852413,154.0,146.0,500,TSMC,NVIDIA,,,
AMD Radeon R9 290X,GPU,10/24/2013,28.0,290.0,438.0,6200.0,1000,TSMC,AMD,,5632.0,704.0
AMD Radeon R9 270,GPU,11/13/2013,28.0,150.0,212.0,2800.0,900,TSMC,AMD,,2368.0,148.0
AMD Radeon RX 5700 XT,GPU,7/7/2019,7.0,225.0,251.0,10300.0,1605,TSMC,AMD,19510.0,9754.0,609.6
NVIDIA NVS 3100M,GPU,1/7/2010,40.0,14.0,57.0,260.0,606,TSMC,NVIDIA,,46.98,
ATI Radeon DDR MAXX,GPU,6/1/2000,180.0,81.35998107852413,115.0,30.0,148,TSMC,ATI,,,
NVIDIA Quadro NVS 440,GPU,2/14/2006,110.0,31.0,154.0,146.0,250,TSMC,NVIDIA,,,
NVIDIA GRID K260Q,GPU,6/28/2013,28.0,225.0,294.0,3540.0,745,TSMC,NVIDIA,,2289.0,95.36
NVIDIA GeForce 9300 + nForce 730i,GPU,4/17/2007,65.0,40.0,144.0,314.0,450,Unknown,NVIDIA,,35.2,
NVIDIA GeForce GTX 1060 5 GB,GPU,12/26/2017,16.0,120.0,200.0,4400.0,1506,TSMC,NVIDIA,68.36,4375.0,136.7
AMD Radeon R7 M260DX,GPU,1/7/2014,28.0,81.35998107852413,56.0,690.0,955,TSMC,AMD,,659.2,41.2
Intel Xeon Phi SE10X,GPU,11/12/2012,22.0,300.0,350.0,5000.0,1100,Intel,Intel,,536.8,
AMD Radeon HD 7480D IGP,GPU,10/2/2012,32.0,65.0,246.0,1303.0,720,TSMC,AMD,,184.3,
NVIDIA GeForce GTX 1060 6 GB GP104,GPU,3/8/2018,16.0,120.0,314.0,7200.0,1506,TSMC,NVIDIA,68.32,4372.0,136.6
AMD Radeon HD 6970,GPU,12/14/2010,40.0,250.0,389.0,2640.0,880,TSMC,AMD,,2703.0,675.8
AMD Radeon R7 250XE,GPU,8/21/2014,28.0,80.0,123.0,1500.0,860,TSMC,AMD,,1101.0,68.8
ATI Radeon IGP 345M,GPU,10/5/2002,180.0,81.35998107852413,73.0,30.0,183,Unknown,ATI,,,
AMD Radeon HD 7970 X2,GPU,8/31/2012,28.0,500.0,352.0,4313.0,925,TSMC,AMD,,3789.0,947.2
NVIDIA GeForce GT 1030 DDR4,GPU,3/12/2018,14.0,20.0,74.0,1800.0,1152,Samsung,NVIDIA,16.55,1059.0,33.1
Intel UHD Graphics 630,GPU,9/1/2017,14.0,15.0,188.4404445518241,1929.9222785421193,350,Intel,Intel,772.8,386.4,96.6
NVIDIA PG506-232,GPU,4/12/2021,7.0,165.0,826.0,54200.0,930,TSMC,NVIDIA,10320.0,10320.0,5161.0
NVIDIA Quadro K600,GPU,3/1/2013,28.0,41.0,118.0,1270.0,876,TSMC,NVIDIA,,336.4,14.02
NVIDIA GeForce GTX 1660 Ti Mobile,GPU,4/23/2019,12.0,81.35998107852413,284.0,6600.0,1455,TSMC,NVIDIA,9769.0,4884.0,152.6
ATI Mobility Radeon X1350,GPU,9/18/2006,80.0,81.35998107852413,100.0,107.0,371,UMC,ATI,,,
NVIDIA GeForce FX 5200 PCI,GPU,3/6/2003,150.0,81.35998107852413,91.0,45.0,250,TSMC,NVIDIA,,,
ATI Radeon X1300 XT AGP,GPU,8/12/2006,90.0,22.0,150.0,157.0,500,TSMC,ATI,,,
AMD Radeon R5 230,GPU,4/3/2014,40.0,19.0,67.0,370.0,625,TSMC,AMD,,200.0,
NVIDIA Quadro T600 Mobile,GPU,NaT,12.0,18.0,200.0,4700.0,735,TSMC,NVIDIA,4785.0,2392.0,74.76
AMD Radeon HD 7970,GPU,12/22/2011,28.0,250.0,352.0,4313.0,925,TSMC,AMD,,3789.0,947.2
AMD Radeon RX 6700M,GPU,NaT,7.0,180.0,335.0,17200.0,1489,TSMC,AMD,20740.0,10370.0,648.0
ATI Radeon X1300 XT,GPU,8/12/2006,90.0,22.0,150.0,157.0,500,TSMC,ATI,,,
ATI Radeon X1300 PRO AGP,GPU,10/1/2005,90.0,31.0,100.0,107.0,600,TSMC,ATI,,,
AMD Radeon E9171 MCM,GPU,10/3/2017,14.0,40.0,103.0,2200.0,1124,GF,AMD,1248.0,1248.0,78.02
NVIDIA GeForce Go 7300,GPU,2/1/2006,90.0,81.35998107852413,81.0,112.0,350,TSMC,NVIDIA,,,
NVIDIA Quadro FX 2700M,GPU,8/14/2008,65.0,65.0,240.0,505.0,530,TSMC,NVIDIA,,127.2,
Intel GMA 950,GPU,1/1/2006,90.0,7.0,188.4404445518241,1929.9222785421193,250,Intel,Intel,,,
NVIDIA GeForce FX Go5300,GPU,3/1/2003,150.0,81.35998107852413,124.0,45.0,275,TSMC,NVIDIA,,,
AMD Radeon E8860,GPU,1/25/2014,28.0,37.0,123.0,1500.0,575,TSMC,AMD,,800.0,50.0
AMD Radeon Pro Vega 16,GPU,11/14/2018,14.0,75.0,188.4404445518241,1929.9222785421193,815,GF,AMD,4874.0,2437.0,152.3
NVIDIA GeForce 6800 XT,GPU,9/30/2005,110.0,81.35998107852413,287.0,222.0,300,TSMC,NVIDIA,,,
NVIDIA GeForce 7300 GS Low Profile,GPU,1/18/2006,90.0,23.0,81.0,112.0,450,TSMC,NVIDIA,,,
ATI Radeon HD 4570 Rebrand,GPU,11/22/2009,55.0,65.0,135.0,378.0,796,TSMC,ATI,,191.0,
Intel Xeon Phi 5110P,GPU,11/12/2012,22.0,225.0,350.0,5000.0,1053,Intel,Intel,,505.4,
NVIDIA GeForce 9800S,GPU,7/15/2008,65.0,75.0,240.0,505.0,600,TSMC,NVIDIA,,192.0,
NVIDIA GeForce 7025 + nForce 630a,GPU,2/1/2006,90.0,81.35998107852413,81.0,112.0,425,Unknown,NVIDIA,,,
AMD Radeon R9 M485X,GPU,5/15/2016,28.0,250.0,366.0,5000.0,723,TSMC,AMD,2961.0,2961.0,185.1
NVIDIA GeForce GTX 480M,GPU,5/25/2010,40.0,100.0,529.0,3100.0,425,TSMC,NVIDIA,,598.4,74.8
NVIDIA GeForce GTX 285 Mac Edition,GPU,1/15/2009,55.0,204.0,470.0,1400.0,648,TSMC,NVIDIA,,708.5,88.56
ATI Radeon X1600 XT Dual,GPU,NaT,90.0,81.35998107852413,150.0,157.0,590,TSMC,ATI,,,
ATI Radeon SDR PCI,GPU,6/1/2000,180.0,23.0,115.0,30.0,166,TSMC,ATI,,,
NVIDIA GeForce 9500 GS Rev. 2,GPU,7/29/2008,55.0,40.0,121.0,314.0,500,TSMC,NVIDIA,,80.0,
AMD Radeon RX Vega 11,GPU,7/7/2019,14.0,15.0,210.0,4940.0,300,GF,AMD,3942.0,1971.0,123.2
ATI Mobility Radeon HD 5165,GPU,1/7/2010,55.0,35.0,146.0,514.0,600,TSMC,ATI,,384.0,
ATI Radeon X800 GTO AGP,GPU,11/8/2007,130.0,49.0,281.0,160.0,400,TSMC,ATI,,,
AMD Radeon R5 235X OEM,GPU,12/21/2013,40.0,18.0,67.0,370.0,875,TSMC,AMD,,280.0,
NVIDIA Quadro Plex 2100 D4,GPU,7/25/2008,65.0,640.0,324.0,754.0,500,TSMC,NVIDIA,,320.0,
AMD Radeon Pro Duo Polaris,GPU,4/24/2017,14.0,250.0,232.0,5700.0,1243,GF,AMD,5728.0,5728.0,358.0
AMD Radeon RX 550X,GPU,12/16/2018,14.0,50.0,103.0,2200.0,1100,GF,AMD,1211.0,1211.0,75.71
NVIDIA GeForce GTX 1080 Max-Q,GPU,6/27/2017,16.0,150.0,314.0,7200.0,1290,TSMC,NVIDIA,117.4,7516.0,234.9
AMD Radeon RX 560 Mobile,GPU,1/5/2017,14.0,55.0,123.0,3000.0,1000,GF,AMD,1887.0,1887.0,117.9
NVIDIA Quadro M5500 Mobile,GPU,4/8/2016,28.0,150.0,398.0,5200.0,1140,TSMC,NVIDIA,,4772.0,149.1
ATI Radeon X600 SE,GPU,9/1/2004,110.0,36.0,74.0,107.0,325,TSMC,ATI,,,
3dfx Voodoo4 4000 AGP,GPU,NaT,250.0,15.0,112.0,14.0,166,TSMC,Other,,,
AMD FirePro W4000,GPU,8/7/2012,28.0,75.0,212.0,2800.0,825,TSMC,AMD,,1267.0,79.2
NVIDIA GeForce GTX 580,GPU,11/9/2010,40.0,244.0,520.0,3000.0,772,TSMC,NVIDIA,,1581.0,197.6
NVIDIA GeForce RTX 2060 Max-Q Refresh,GPU,1/29/2019,12.0,115.0,445.0,10800.0,960,TSMC,NVIDIA,9216.0,4608.0,144.0
ATI Mobility Radeon HD 5650,GPU,1/7/2010,40.0,15.0,104.0,627.0,450,TSMC,ATI,,360.0,
Intel GMA X4500,GPU,6/1/2008,65.0,13.0,188.4404445518241,1929.9222785421193,533,Intel,Intel,,85.28,
AMD Radeon E9550 MXM,GPU,9/27/2016,14.0,95.0,232.0,5700.0,1120,GF,AMD,5834.0,5834.0,364.6
Intel HD Graphics 2000,GPU,2/1/2011,32.0,81.35998107852413,131.0,504.0,650,Intel,Intel,,96.0,
ATI Radeon HD 4700,GPU,2/11/2010,55.0,50.0,146.0,514.0,600,TSMC,ATI,,384.0,
AMD Radeon HD 8670A,GPU,2/2/2013,28.0,45.0,77.0,950.0,600,TSMC,AMD,,460.8,28.8
ATI Xbox 360 GPU 65nm,GPU,8/1/2008,65.0,150.0,181.0,232.0,500,TSMC,ATI,,240.0,
AMD Radeon R9 285X,GPU,NaT,28.0,200.0,366.0,5000.0,1002,TSMC,AMD,,4104.0,
NVIDIA GeForce GTX 1080 11Gbps,GPU,4/20/2017,16.0,180.0,314.0,7200.0,1607,TSMC,NVIDIA,138.6,8873.0,277.3
NVIDIA Quadro P3000 Mobile,GPU,1/11/2017,16.0,75.0,314.0,7200.0,1088,TSMC,NVIDIA,48.6,3110.0,97.2
NVIDIA GeForce GT 730,GPU,6/18/2014,28.0,38.0,87.0,1020.0,902,TSMC,NVIDIA,,692.7,28.86
AMD Radeon R7 A265,GPU,1/9/2014,28.0,81.35998107852413,77.0,950.0,725,TSMC,AMD,,633.6,39.6
NVIDIA GeForce FX Go5200 64M,GPU,3/1/2003,150.0,81.35998107852413,91.0,45.0,250,TSMC,NVIDIA,,,
NVIDIA GeForce 7600 GS AGP,GPU,7/1/2006,90.0,27.0,125.0,177.0,400,TSMC,NVIDIA,,,
NVIDIA GeForce RTX 3070 Mobile,GPU,1/12/2021,8.0,115.0,392.0,17400.0,1110,Samsung,NVIDIA,15970.0,15970.0,249.6
ATI FireMV 2260,GPU,1/1/2008,55.0,15.0,67.0,181.0,500,TSMC,ATI,,40.0,
NVIDIA GeForce 6100 + nForce 420,GPU,10/11/2004,90.0,81.35998107852413,188.4404445518241,1929.9222785421193,425,Unknown,NVIDIA,,,
NVIDIA GeForce 6100 + nForce 430,GPU,10/11/2004,90.0,81.35998107852413,188.4404445518241,1929.9222785421193,425,Unknown,NVIDIA,,,
NVIDIA GeForce GTX 560 Ti OEM,GPU,3/30/2011,40.0,210.0,520.0,3000.0,732,TSMC,NVIDIA,,1031.0,128.8
AMD Radeon R5 A255,GPU,1/1/2014,28.0,81.35998107852413,125.0,1550.0,925,TSMC,AMD,,721.9,
ATI Radeon X1650 GT,GPU,5/1/2007,80.0,81.35998107852413,230.0,330.0,400,TSMC,ATI,,,
NVIDIA GRID M60-2Q,GPU,8/30/2015,28.0,225.0,398.0,5200.0,557,TSMC,NVIDIA,,4825.0,150.8
NVIDIA TITAN X Pascal,GPU,8/2/2016,16.0,250.0,471.0,11800.0,1417,TSMC,NVIDIA,171.5,10970.0,342.9
AMD FirePro W8100,GPU,6/23/2014,28.0,220.0,438.0,6200.0,824,TSMC,AMD,,4219.0,2109.0
ATI Mobility Radeon 9600 PRO Turbo,GPU,2/13/2004,130.0,81.35998107852413,92.0,76.0,337,TSMC,ATI,,,
NVIDIA Quadro FX 5600,GPU,3/5/2007,90.0,171.0,484.0,681.0,600,TSMC,NVIDIA,,345.6,
NVIDIA P106-090,GPU,7/31/2017,16.0,75.0,200.0,4400.0,1354,TSMC,NVIDIA,36.74,2352.0,73.49
NVIDIA Quadro FX Go1400,GPU,2/25/2005,130.0,81.35998107852413,225.0,222.0,275,TSMC,NVIDIA,,,
NVIDIA GeForce Go 7300T,GPU,2/1/2006,90.0,81.35998107852413,81.0,112.0,350,TSMC,NVIDIA,,,
AMD Radeon R7 Graphics,GPU,2/17/2014,28.0,90.0,245.0,2410.0,720,GF,AMD,,553.0,34.56
NVIDIA GeForce GT 325M,GPU,1/10/2010,40.0,23.0,100.0,486.0,450,TSMC,NVIDIA,,95.04,
NVIDIA RTX A5000,GPU,4/12/2021,8.0,230.0,628.0,28300.0,1170,Samsung,NVIDIA,27770.0,27770.0,867.8
ATI Radeon Xpress 1200 IGP,GPU,2/28/2007,80.0,81.35998107852413,73.0,120.0,400,Unknown,ATI,,,
NVIDIA GeForce 7900 GT,GPU,3/9/2006,90.0,48.0,196.0,278.0,450,TSMC,NVIDIA,,,
AMD Radeon R8 M535DX,GPU,4/18/2017,28.0,81.35998107852413,125.0,1550.0,780,TSMC,AMD,570.2,570.2,35.64
NVIDIA Quadro K2200,GPU,7/22/2014,28.0,68.0,148.0,1870.0,1046,TSMC,NVIDIA,,1439.0,44.96
NVIDIA GeForce GT 720M,GPU,12/25/2013,28.0,33.0,87.0,1020.0,719,TSMC,NVIDIA,,291.1,12.13
AMD FirePro S7100X,GPU,5/25/2016,28.0,100.0,366.0,5000.0,725,TSMC,AMD,2970.0,2970.0,185.6
NVIDIA Quadro 4000,GPU,11/2/2010,40.0,142.0,529.0,3100.0,475,TSMC,NVIDIA,,486.4,243.2
AMD Radeon HD 8860 OEM,GPU,1/8/2013,28.0,175.0,212.0,2800.0,925,TSMC,AMD,,2368.0,148.0
NVIDIA GeForce 8800 GTS 640,GPU,11/8/2006,90.0,143.0,484.0,681.0,513,TSMC,NVIDIA,,228.1,
NVIDIA Tesla K20m,GPU,1/5/2013,28.0,225.0,561.0,7080.0,706,TSMC,NVIDIA,,3524.0,1175.0
AMD Radeon HD 6250 IGP,GPU,10/9/2012,40.0,7.0,75.0,450.0,276,TSMC,AMD,,44.16,
NVIDIA Quadro NVS 135M,GPU,5/9/2007,80.0,10.0,127.0,210.0,400,TSMC,NVIDIA,,25.6,
Intel Xeon Phi 7120P,GPU,6/17/2013,22.0,300.0,350.0,5000.0,1238,Intel,Intel,,650.5,
NVIDIA GeForce RTX 2080 SUPER Mobile,GPU,4/2/2020,12.0,150.0,545.0,13600.0,1365,TSMC,NVIDIA,19170.0,9585.0,299.5
NVIDIA Jetson TX1 GPU,GPU,1/4/2015,20.0,15.0,118.0,2000.0,1000,TSMC,NVIDIA,1024.0,512.0,16.0
AMD Radeon R7 M260X,GPU,12/6/2015,28.0,81.35998107852413,77.0,950.0,620,TSMC,AMD,,549.1,
NVIDIA GeForce GT 1030,GPU,5/17/2017,14.0,30.0,74.0,1800.0,1228,Samsung,NVIDIA,17.62,1127.0,35.23
AMD Radeon R5 M230 Rebrand,GPU,5/31/2014,28.0,81.35998107852413,56.0,690.0,780,TSMC,AMD,,544.0,34.0
NVIDIA GeForce FX 5900 Ultra,GPU,10/23/2003,130.0,59.0,207.0,135.0,450,TSMC,NVIDIA,,,
ATI Mobility Radeon HD 5670 Mac Edition,GPU,4/22/2010,40.0,15.0,104.0,627.0,650,TSMC,ATI,,520.0,
AMD Radeon HD 7340 IGP,GPU,6/6/2012,40.0,18.0,75.0,450.0,523,TSMC,AMD,,83.68,
AMD Radeon RX 460 Mobile,GPU,8/8/2016,14.0,55.0,123.0,3000.0,1000,GF,AMD,2115.0,2115.0,132.2
NVIDIA Quadro 1000M,GPU,1/13/2011,40.0,45.0,116.0,585.0,700,TSMC,NVIDIA,,268.8,22.4
AMD Radeon Vega 8 Mobile,GPU,1/12/2021,7.0,45.0,156.0,9800.0,300,TSMC,AMD,4096.0,2048.0,128.0
NVIDIA Quadro FX 4400,GPU,7/28/2005,130.0,83.0,287.0,222.0,375,TSMC,NVIDIA,,,
ATI Radeon HD 2400 PRO PCI,GPU,6/28/2007,65.0,20.0,85.0,180.0,525,TSMC,ATI,,42.0,
NVIDIA GeForce 6800 GT,GPU,6/8/2004,130.0,67.0,287.0,222.0,350,TSMC,NVIDIA,,,
NVIDIA Quadro FX 4400G,GPU,7/28/2005,130.0,83.0,287.0,222.0,375,TSMC,NVIDIA,,,
NVIDIA GeForce RTX 2060,GPU,1/7/2019,12.0,160.0,445.0,10800.0,1365,TSMC,NVIDIA,12900.0,6451.0,201.6
ATI Radeon HD 5670 640SP Edition,GPU,7/18/2010,40.0,64.0,166.0,1040.0,750,TSMC,ATI,,960.0,
ATI FirePro V3800,GPU,4/26/2010,40.0,43.0,104.0,627.0,650,TSMC,ATI,,520.0,
NVIDIA GRID K200,GPU,6/28/2013,28.0,225.0,294.0,3540.0,745,TSMC,NVIDIA,,2289.0,95.36
Intel Extreme Graphics 2,GPU,12/3/2003,130.0,81.35998107852413,188.4404445518241,1929.9222785421193,200,Intel,Intel,,,
AMD Radeon Pro 450,GPU,10/30/2016,14.0,35.0,123.0,3000.0,800,GF,AMD,1024.0,1024.0,64.0
ATI Mobility Radeon HD 2700,GPU,12/12/2007,65.0,35.0,153.0,390.0,700,TSMC,ATI,,168.0,
ATI Mobility Radeon HD 3850,GPU,6/4/2008,55.0,35.0,192.0,666.0,580,TSMC,ATI,,371.2,74.24
Intel HD Graphics P4000,GPU,5/14/2012,22.0,45.0,133.0,1200.0,650,Intel,Intel,,320.0,80.0
AMD Radeon Graphics 384SP,GPU,1/6/2020,7.0,15.0,156.0,9800.0,400,TSMC,AMD,2304.0,1152.0,72.0
Intel Iris Pro Graphics 5200,GPU,5/27/2013,22.0,30.0,188.4404445518241,1929.9222785421193,200,Intel,Intel,,768.0,192.0
ATI Radeon HD 5770,GPU,10/13/2009,40.0,108.0,166.0,1040.0,850,TSMC,ATI,,1360.0,
NVIDIA Quadro FX 3500,GPU,5/22/2006,90.0,80.0,196.0,278.0,450,TSMC,NVIDIA,,,
